street_name,num_of_rooms,size,type,location,sold_month,sold_year,initial_price,floor_num,year_built,final_price
Laxholmsbacken,132,17,Radhus, Vårberg,dec,2019,3895000,1,1972,3800000
Bullerholmsgränd,138,60,Radhus, Vårberg,dec,2019,3790000,1,1969,4100000
Kaprifolvägen,150,15,Villa, Hässelby Södra Villastad,dec,2019,4495000,1,1969,4800000
Edelundavägen,122,24,Kedjehus, Hässelby-Vällingby,nov,2019,4675000,1,1973,5000000
Skärmarbrinksvägen,2,43,Lägenhet, Skärmarbrink,jan,2020,2195000,1,1944,2700000
Konstgjutarvägen,2,54,Lägenhet, Johanneshov,jan,2020,2995000,1,1928,3500000
Alströmergatan,2,40,Lägenhet, Kungsholmen,jan,2020,3150000,1,1928,3710000
Virkesvägen,3,90,Lägenhet, Hammarby Sjöstad,jan,2020,5600000,7,2019,6450000
Björngårdsgatan,1,24,Lägenhet, Södermalm Maria,jan,2020,2250000,4,1946,2900000
Hasselquistvägen,2,42,Lägenhet, Hammarbyhöjden,jan,2020,2295000,1,1939,2650000
Fyrskeppsvägen,1,39,Lägenhet, Enskededalen,jan,2020,1995000,1,1949,2300000
Tulegatan,2,62,Lägenhet, Vasastan,jan,2020,4495000,2,1973,4650000
Malgomajvägen,2,57,Lägenhet, Årsta,jan,2020,2695000,3,1951,2980000
Bolmensvägen,2,41,Lägenhet, Årsta,dec,2019,2250000,3,1944,2570000
Bäckvägen,2,46,Lägenhet, Aspudden,jan,2020,2250000,1,1945,2730000
Creutzgatan,1,35,Lägenhet, Thorildsplan,dec,2019,2975000,1,1927,2975000
Norr,5,103,Lägenhet, Norr Mälarstrand,dec,2019,8995000,1,2002,8850000
Farstavägen,3,80,Lägenhet, Farsta centrum,jan,2020,2450000,5,2002,2810000
Grevgatan,3,107,Lägenhet, Östermalm,jan,2020,10950000,1,1895,12500000
Folkungagatan,2,39,Lägenhet, Södermalm,jan,2020,3095000,5,1975,3375000
Settergatan,2,49,Lägenhet, Norra Djurgårdsstaden,maj,2019,3995000,1,2018,3850000
Settergatan,2,49,Lägenhet, Norra Djurgårdsstaden,maj,2019,3995000,1,2018,3850000
Tunnlandsvägen,1,26,Lägenhet, Åkeslund,apr,2019,1995000,5,1943,1850000
Nina,3,69,Lägenhet, Hagastaden,maj,2019,5195000,5,2018,5195000
Urvädersgränd,2,52,Lägenhet, Södermalm,jan,2020,4850000,6,1906,4850000
Toffelbacken,3,93,Lägenhet, Solberga,jun,2019,3480000,6,2017,3480000
Klädesvägen,2,50,Lägenhet, Bromma,nov,2019,2490000,6,2017,3100000
Storsegelvägen,3,80,Lägenhet, Gröndal Strand,okt,2019,5495000,5,2018,5495000
Östhammarsgatan,2,41,Lägenhet, Gärdet,okt,2019,3995000,2,2019,3995000
Ribegatan,3,87,Parhus, Kista,jan,2020,2990000,6,1979,3350000
Siargatan,3,100,Lägenhet, Södermalm,jan,2020,9000000,6,1965,9700000
Karlbergsvägen,2,61,Lägenhet, Vasastan,jan,2020,4995000,3,1912,6230000
Danderydsgatan,4,133,Lägenhet, Östermalm,nov,2019,14995000,6,1900,14670000
Odengatan,4,162,Lägenhet, Vasastan,dec,2019,16100000,3,1900,16100000
Starrängsringen,3,71,Lägenhet, Gärdet,dec,2019,6195000,1,1991,6300000
Dalagatan,5,129,Lägenhet, Vasastan,dec,2019,13700000,3,1885,13550000
Lilla,3,128,Lägenhet, Gamla Stan,dec,2019,13900000,1,1736,14850000
Stureparken,2,44,Lägenhet, Östermalm,nov,2019,3975000,1,1884,4450000
Riddargatan,2,48,Lägenhet, Östermalm,okt,2019,4100000,4,1902,4500000
Grev,2,60,Lägenhet, Östermalm,okt,2019,5350000,5,1894,5150000
Styrmansgatan,2,36,Lägenhet, Östermalm,apr,2019,3490000,2,1929,3400000
Götalandsvägen,2,55,Lägenhet, Älvsjö,jan,2020,2750000,2,1936,2900000
Artillerigatan,4,81,Lägenhet, Östermalm,apr,2019,8875000,3,1936,8875000
Sibyllegatan,2,60,Lägenhet, Östermalm,feb,2019,5750000,1,1893,5500000
Storskärsgatan,2,36,Lägenhet, Nedre Gärdet,mar,2019,3695000,5,1936,3695000
Vikingagatan,2,68,Lägenhet, Vasastan,jan,2020,5995000,2,1908,6800000
Ringvägen,1,33,Lägenhet, Katarina,jan,2020,2795000,1,1936,3050000
Tallbacksvägen,2,37,Lägenhet, Bromma Ulvsunda,jan,2020,1795000,2,1939,1950000
Kocksgatan,2,40,Lägenhet, Nytorget,nov,2019,3295000,1,1930,3950000
Ringvägen,1,28,Lägenhet, Södermalm,nov,2017,2295000,1,1930,2560000
Götgatan,2.5,69,Lägenhet, Södermalm,okt,2017,4950000,5,1932,5400000
Dalslandsgatan,3.5,69,Lägenhet, Södermalm,okt,2017,4950000,2,1932,5050000
Ringvägen,1,22,Lägenhet, Södermalm,aug,2017,2150000,4,1930,2700000
Skånegatan,2.5,70,Lägenhet, Södermalm,aug,2017,5250000,1,1981,5850000
Hallandsgatan,1.5,33,Lägenhet, Södermalm,aug,2017,2650000,3,1981,3380000
Reimersholmsgatan,4,97,Lägenhet, Södermalm,jul,2017,7350000,4,1981,7350000
Reimersholmsgatan,4,97,Lägenhet, Södermalm,jul,2017,7350000,4,1981,7350000
Fatburs,5.5,117,Radhus, Södermalm,maj,2017,9150000,3,1988,9650000
Bjurholmsplan,1.5,32,Lägenhet, Södermalm,maj,2017,2595777,3,1904,3320000
Skånegatan,2,56,Lägenhet, Södermalm,apr,2017,4450000,3,1904,5200000
Ludvigsbergsgatan,2,49,Lägenhet, Södermalm,mar,2017,3795000,2,1963,4500000
Gotlandsgatan,1,35,Lägenhet, Södermalm,mar,2017,2695000,2,1926,3650000
Skånegatan,2.5,65,Lägenhet, Södermalm,mar,2017,4750000,1,1904,5350000
Hallandsgatan,2,38,Lägenhet, Södermalm,feb,2017,2950000,1,1927,3620000
Malmgårdsvägen,2,38,Lägenhet, Södermalm,feb,2017,2948929,1,1945,3580000
Malmgårdsvägen,1,34,Lägenhet, Södermalm,okt,2016,2951240,1,1945,3450000
Möregatan,2,34,Lägenhet, Södermalm,jan,2017,2795275,1,1945,3550000
Kocksgatan,2,53,Lägenhet, Södermalm,okt,2016,4150943,1,1945,4400000
Vindragarvägen,2,62,Lägenhet, Södermalm,okt,2016,4250000,1,1945,4660000
Bondegatan,2,50,Lägenhet, Södermalm,okt,2016,3595317,2,1936,4300000
Lundagatan,1,41,Lägenhet, Södermalm,sep,2016,2995594,2,1936,3400000
Timmermansgatan,2,70,Lägenhet, Södermalm,sep,2016,4750479,2,1936,4950000
Möregatan,1,29,Lägenhet, Södermalm,sep,2016,2295000,2,1936,2900000
Malmgårdsvägen,3,93,Lägenhet, Södermalm,sep,2016,6350000,5,2005,6350000
Grindsgatan,1.5,40,Lägenhet, Södermalm,sep,2016,2995000,5,1929,3200000
Brännkyrkagatan,2,69,Lägenhet, Södermalm,aug,2016,3995000,4,1969,4625000
Skånegatan,3,93,Lägenhet, Södermalm,aug,2016,6995000,3,1904,8200000
Katarina,2,48,Lägenhet, Södermalm,jul,2016,3748828,2,1904,4000000
Malmgårdsvägen,1,38,Lägenhet, Södermalm,jul,2016,2749576,2,1904,3250000
Skånegatan,2,53,Lägenhet, Södermalm,jun,2016,3995000,2,1904,4200000
Hornsgatan,4,88,Lägenhet, Södermalm,jun,2016,7975000,2,1918,7975000
Kocksgatan,2,53,Lägenhet, Södermalm,apr,2016,4250000,2,1918,4600000
Götgatan,3,79,Lägenhet, Södermalm,maj,2016,4950000,5,1983,6210000
Brännerigatan,1.5,50,Lägenhet, Södermalm,apr,2016,2995000,1,1929,3825000
Kocksgatan,2,57,Lägenhet, Södermalm,maj,2016,4150000,2,1918,4550000
Sankt,2,76,Lägenhet, Vasastan,nov,2019,5695000,1,1929,5850000
Ringvägen,1,44,Lägenhet, Södermalm,okt,2015,2994791,3,1931,3450000
Folkskolegatan,1,24,Lägenhet, Södermalm,nov,2019,2095000,3,1931,2550000
Heleneborgsgatan,1,35,Lägenhet, Gårdshus,dec,2019,2850000,4,1917,3350000
Hästholmsvägen,2,49,Lägenhet, Danviksklippan,nov,2019,2995000,4,1945,3500000
Katarina,3,66,Lägenhet, Södermalm,jan,2020,6700000,6,1929,7920000
Igeldammsgatan,2,49,Lägenhet, Kungsholmen,jan,2020,4250000,5,1993,4250000
Arbetargatan,3,67,Lägenhet, Kungsholmen Fridhemsplan,jan,2020,4750000,3,1993,5200000
Tjurbergsgatan,1.5,38,Lägenhet, Södermalm,jan,2020,3395000,4,1929,4060000
Blekingegatan,1,22,Lägenhet, Södermalm,jan,2020,2095000,1,1931,2510000
Bondegatan,3,83,Lägenhet, Södermalm,jan,2020,6995000,3,1907,8900000
Stortorpsvägen,4,97,Villa, Farsta,jan,2020,4975000,5,1957,4995000
Aprikosgatan,4,89,Lägenhet, Hässelby,jan,2020,2395000,5,1957,2825000
Erik,2,47,Lägenhet, Gärdet,jan,2020,4195000,3,1936,4450000
Alströmergatan,4,104,Lägenhet, Kungsholmen,dec,2019,7995000,2,1911,8800000
Frejgatan,3,81,Lägenhet, Vasastan,jan,2020,6495000,4,1925,7100000
Kommendörsgatan,2,50,Lägenhet, Östermalm,jan,2020,5750000,4,1966,5750000
Högbergsgatan,2,40,Lägenhet, Södermalm,jan,2020,3495000,1,1957,4350000
Kungsholms,1.5,41,Lägenhet, Kungsholmen,jan,2020,2995000,1,1930,3600000
Småbjörksvägen,3,84,Lägenhet, Spånga,jan,2020,2350000,3,1987,2500000
Tappvägen,3,85,Lägenhet, Bromma,jan,2020,3995000,3,2011,4520000
Nybohovsgränd,4,77,Lägenhet, Liljeholmen,jan,2020,3595000,2,1962,3900000
Sankt,1,27,Lägenhet, Kungsholmen,jan,2020,2750000,3,1937,2850000
Kamomillagatan,2,61,Lägenhet, Bromma,jan,2020,2795000,3,2014,3250000
Västertorpsvägen,4,93,Lägenhet, Mälarhöjden,jan,2020,3249390,2,1941,4000000
Bergslagsvägen,1,38,Lägenhet, Bromma,jan,2020,1995000,2,1941,2200000
Glidflyktsgatan,3,71,Lägenhet, Skarpnäck,jan,2020,2295000,1,1985,2800000
Kaskögatan,3,76,Lägenhet, Kista,jan,2020,1850000,4,1978,1920000
Thorildsvägen,3,69,Lägenhet, Kungsholmen,jan,2020,4995000,2,1929,5685000
Peterséns,167,24,Villa, Johannesdal,dec,2019,4990000,5,1984,5200000
Pungpinevägen,114,67,Villa, Skarpnäck,dec,2019,8250000,5,1927,9660000
Ockravägen,141,6,Radhus, Bromma,dec,2019,7595000,5,2011,7500000
Polhemsgatan,4,89,Lägenhet, Kungsholmen,jan,2020,6795000,5,1997,7050000
Kristinebergsvägen,3.5,81,Lägenhet, Kungsholmen,jan,2020,4995000,1,1979,4900000
Luxgatan,2,39,Lägenhet, Lilla Essingen,jan,2020,2695000,1,1936,3090000
Luxgatan,2,39,Lägenhet, Lilla Essingen,jan,2020,2695000,1,1936,3090000
Eknäsvägen,3,49,Lägenhet, Kungsholmen,jan,2020,2995000,1,1942,3750000
Essingestråket,2,40,Lägenhet, Stora Essingen,dec,2019,2795000,4,1938,3100000
Eknäsvägen,1.5,35,Lägenhet, Stora Essingen,jan,2020,2395000,3,1938,2800000
Kapellgränd,2,53,Lägenhet, Södermalm Mosebacke,jan,2020,4775000,2,1882,5750000
Åsögatan,3,88,Lägenhet, Södermalm Medborgarplatsen,sep,2019,8495000,6,1967,8700000
Högbergsgatan,2,45,Lägenhet, Södermalm,jan,2020,3495000,5,1977,4550000
Strindbergsgatan,2.5,50,Lägenhet, Östermalm,aug,2019,4450000,1,1934,4275000
Fyrspannsgatan,2,55,Lägenhet, Hässelby-Vällingby,dec,2019,2150000,3,2015,2150000
Bygärdesvägen,3,68,Lägenhet, Spånga,dec,2019,1895000,2,1964,2100000
Råcksta,2,40,Lägenhet, Hässelby-Vällingby,dec,2019,2165000,8,2014,2165000
Johannelundsvägen,2,57,Lägenhet, Spånga,dec,2019,2050000,2,1958,2050000
Råckstavägen,3,84,Lägenhet, Hässelby-Vällingby,nov,2019,2750000,4,2009,2880000
Abiskovägen,3,70,Lägenhet, Hässelby-Vällingby,nov,2019,2495000,3,1954,2725000
Bygärdesvägen,2,56,Lägenhet, Spånga,okt,2019,1695000,2,1964,1950000
Multrågatan,4,80,Lägenhet, Hässelby-Vällingby,okt,2019,2575000,1,1953,2575000
Hässelby,3,73,Lägenhet, Hässelby-Vällingby,okt,2019,1695000,4,1956,2100000
Rättar,4,101,Lägenhet, Spånga,sep,2019,2500000,3,1993,2800000
Erik,2,61,Lägenhet, Spånga,sep,2019,1595000,1,1961,1870000
Råcksta,3.5,80,Lägenhet, Hässelby-Vällingby,sep,2019,2975000,1,2011,3200000
Mörsilsgatan,3,68,Lägenhet, Hässelby-Vällingby,sep,2019,2695000,1,1955,2825000
Kirunagatan,4,86,Lägenhet, Hässelby-Vällingby,aug,2019,2595000,6,2006,2700000
Ullvidevägen,3,71,Lägenhet, Hässelby-Vällingby,aug,2019,1995000,3,1986,2035000
Vittangigatan,1.5,34,Lägenhet, Hässelby-Vällingby,aug,2019,1995000,7,1953,2350000
Vittangigatan,3,75,Lägenhet, Hässelby-Vällingby,aug,2019,2695000,2,1952,2630000
Ullvidevägen,2,71,Lägenhet, Hässelby-Vällingby,aug,2019,2195000,3,1983,2195000
Vittangigatan,3,58,Lägenhet, Hässelby-Vällingby,aug,2019,2395000,10,1954,2600000
Enevägen,2,53,Lägenhet, Spånga-Tensta,jul,2019,1995000,1,1944,2150000
Mirabellbacken,3,74,Lägenhet, Hässelby-Vällingby,jul,2019,2495000,1,1957,2550000
Blomsterkungsvägen,1,35,Lägenhet, Hässelby-Vällingby,aug,2019,1630000,1,2019,1750000
Blomsterkungsvägen,1,28,Lägenhet, Hässelby-Vällingby,jun,2019,1450000,1,2019,1450000
Maltesholmsvägen,4,96,Lägenhet, Hässelby-Vällingby,jun,2019,4395000,1,1956,4600000
Maltesholmsvägen,4,96,Lägenhet, Hässelby-Vällingby,jun,2019,4395000,1,1956,4600000
Erik,3,67,Lägenhet, Spånga-Tensta,jun,2019,1795000,1,1961,1960000
Ullvidevägen,2,71,Lägenhet, Hässelby-Vällingby,jun,2019,1800000,1,1983,1900000
Essingeringen,3,71,Lägenhet, Essingeöarna,okt,2019,4495000,2,1996,4495000
Trolle,3,79,Lägenhet, Spånga,nov,2019,2900000,2,1993,2900000
Inspektorsbacken,2,40,Lägenhet, Spånga,dec,2019,1800000,2,2003,1800000
Jämtlandsgatan,2,66,Lägenhet, Hässelby-Vällingby,nov,2019,2995000,2,2018,3000000
Dagsverksvägen,3,71,Lägenhet, Spånga,nov,2019,2295000,1,1960,2650000
Kirunagatan,3,65,Lägenhet, Hässelby-Vällingby,nov,2019,1995000,1,2005,2250000
Ullvidevägen,2,71,Lägenhet, Hässelby-Vällingby,aug,2019,1950000,1,1983,2150000
Härjedalsgatan,4,92,Lägenhet, Hässelby-Vällingby,jul,2019,2900000,1,1955,2900000
Sibeliusgången,2,46,Lägenhet, Akalla,jan,2020,1695000,7,1976,2000000
Liljeholmsvägen,3,76,Lägenhet, Liljeholmen,jan,2020,4895000,7,2016,5550000
Vikingagatan,2,57,Lägenhet, Östermalm,jan,2020,5995000,2,1959,6450000
Skeppargatan,1,41,Lägenhet, Östermalm,jan,2020,4500000,1,1899,4250000
Vittangigatan,2,41,Lägenhet, Vällingby Centrum,jan,2020,2050000,1,1979,1875000
Langelandsgatan,3,77,Lägenhet, Kista,jan,2020,2095000,2,1979,2420000
Abiskovägen,3,70,Lägenhet, Vällingby,jan,2020,2549000,9,1954,3150000
Heleneborgsgatan,2,60,Lägenhet, Södermalm Högalid,jan,2020,4850000,1,1925,4850000
Bergsgatan,1.5,43,Lägenhet, Kungsholmen,jan,2020,3495000,4,1904,3800000
Klippgatan,1,28,Lägenhet, Södermalm,jan,2020,2395000,3,1929,3000000
Karlbergsvägen,2,36,Lägenhet, Vasastan,jan,2020,3250000,2,1931,4020000
Hornsbergs,4,80,Lägenhet, Hornsbergs Strand,nov,2019,5600000,4,2015,5600000
Mariehällsvägen,2,40,Lägenhet, Bromma,jan,2020,2195000,1,1944,2450000
Roslagsgatan,2,56,Lägenhet, Vasastan,jan,2020,4450000,1,1885,5200000
Ingemarsgatan,2,35,Lägenhet, Vasastan,jan,2020,2995000,5,1913,3625000
Bergsundsgatan,1,22,Lägenhet, Hornstull,jan,2020,2100000,2,1952,2680000
Götaforsvägen,3,67,Lägenhet, Stureby,jan,2020,2795000,3,1952,3640000
Virkesvägen,2,49,Lägenhet, Hammarby Sjöstad,dec,2019,3650000,7,2018,3550000
Johan,3,74,Lägenhet, Långbro Park,dec,2019,3795000,1,2012,4100000
Sandhamnsgatan,2,41,Lägenhet, Gärdet,nov,2019,3295000,1,2018,3400000
Sjöhällsstigen,10,204,Villa, Hässelby Södra Villastad,jan,2020,8995000,6,1964,9050000
Heliosgatan,2,55,Lägenhet, Hammarby Sjöstad,dec,2019,3680000,6,2018,3600000
Heliosgatan,2,55,Lägenhet, Hammarby Sjöstad,dec,2019,3680000,6,2018,3600000
Heliosgatan,1,39,Lägenhet, Hammarby Sjöstad,dec,2019,2800000,6,2018,2800000
Sköntorpsvägen,3,70,Lägenhet, Årsta,jan,2020,3795000,5,1947,4260000
Arkadvägen,2,45,Lägenhet, Johanneshov,jan,2020,3195000,3,1942,3250000
Inedalsgatan,4,81,Lägenhet, Kungsholmen,jan,2020,6390000,3,1978,7200000
Mälartorget,3,70,Lägenhet, Gamla Stan,jan,2020,6350000,5,1902,6700000
Karlsviksgatan,3.5,103,Lägenhet, Kungsholmen,jan,2020,9295000,1,1928,10100000
Bäckvägen,2,47,Lägenhet, Telefonplan,jan,2020,2250000,3,1942,2900000
Spritsvägen,2,42,Lägenhet, Sköndal,jan,2020,1795000,2,1952,2350000
Eyvind,4,94,Lägenhet, Kungsholmen,jan,2020,6795000,2,2010,7140000
Lysviksgatan,1,30,Lägenhet, Farsta,jan,2020,1595000,2,1959,1830000
Helsingörsgatan,2,54,Lägenhet, Kista,jan,2020,1795000,2,1985,2000000
Prästgårdsgränd,2,63,Lägenhet, Älvsjö,jan,2020,2495000,3,1985,3010000
Rindögatan,3,66,Lägenhet, Gärdet,jan,2020,5100000,4,1939,5900000
Högbergsgatan,2,56,Lägenhet, Södermalm Maria,okt,2019,4650000,5,1984,5250000
Brännkyrkagatan,3,81,Lägenhet, Södermalm,okt,2019,6450000,6,1969,6870000
Årstaskogs,1,34,Lägenhet, Liljeholmen,jan,2020,1995000,4,2018,2550000
Götgatan,2,72,Lägenhet, Södermalm,sep,2019,4750000,1,1932,4750000
Ringvägen,2,39,Lägenhet, Södermalm-Katarina,jul,2019,3350000,4,1929,3600000
Torkel,1,35,Lägenhet, Södermalm,jun,2019,2650000,2,1906,3300000
Färgargårdstorget,3,87,Lägenhet, Södermalm-Sofia,maj,2019,5850000,2,1982,6255000
Fatburstrappan,5,105,Lägenhet, Södermalm,maj,2019,6750000,3,1996,7550000
Katarina,1,28,Lägenhet, Södermalm-Sofia,apr,2019,2550000,5,1967,2770000
Folkungagatan,2,60,Lägenhet, Södermalm,apr,2019,3650000,1,1906,4220000
Åsögatan,1,27,Lägenhet, Södermalm-Katarina,apr,2019,2375000,3,1936,2825000
Bjurholmsgatan,2,56,Lägenhet, Södermalm SoFo,mar,2019,4475000,4,1961,4700000
Götalandsvägen,2,55,Lägenhet, Älvsjö,aug,2019,2395000,4,2017,2950000
Älvsjö,2,44,Lägenhet, Älvsjö,feb,2019,2295000,4,2017,2700000
Götalandsvägen,4,95,Lägenhet, Älvsjö,nov,2018,3995000,4,2008,4300000
Ringvägen,2,73,Lägenhet, Södermalm SoFo,feb,2019,5475000,5,1928,5275000
Lina,3,67,Lägenhet, Hägersten-Liljeholmen,feb,2019,2595000,3,1955,3000000
Sparbanksvägen,2,45,Lägenhet, Hägersten-Liljeholmen,okt,2018,1995000,2,1945,2505000
Bryggvägen,2,45,Lägenhet, Gröndal,sep,2018,3295000,2,2018,3295000
Sjöviksvägen,4,111,Lägenhet, Liljeholmskajen,aug,2018,6550000,4,2018,6695000
Sjöviksvägen,4,111,Lägenhet, Liljeholmskajen,aug,2018,6550000,4,2018,6695000
Sjöviksvägen,2,53,Lägenhet, Liljeholmskajen,jun,2018,3495000,10,2015,3595000
Drottningholmsvägen,2,36,Lägenhet, Kungsholmen,jun,2018,3395000,5,1938,3600000
Fatburs,3,69,Lägenhet, Södermalm Maria Magdalena,feb,2019,4250000,3,1991,4600000
Kocksgatan,1,30,Lägenhet, Södermalm SoFo,feb,2019,2975000,1,1906,3515000
Flintbacken,2,36,Lägenhet, Södermalm Maria Magdalena,jan,2019,2975000,9,1962,3100000
Ballonggatan,2,62,Lägenhet, Skarpnäck,jan,2020,1595000,1,1985,2100000
Folkskolegatan,1,25,Lägenhet, Södermalm Hornstull,jan,2019,2195000,2,1929,2325000
Hornsgatan,2,57,Lägenhet, Södermalm Maria Magdalena,jan,2019,4475000,1,1909,4550000
Malmgårdsvägen,2,43,Lägenhet, Södermalm Sofia,nov,2018,3450000,1,1930,3450000
Bondegatan,2,42,Lägenhet, Södermalm SoFo,nov,2018,3475440,2,1940,3750000
Bondegatan,1,34,Lägenhet, Södermalm SoFo,nov,2018,2375000,2,1940,2830000
Erstagatan,1,42,Lägenhet, Södermalm SoFo,okt,2018,3173873,5,1927,3450000
Folkungagatan,1.5,45,Lägenhet, Södermalm SoFo,nov,2018,3250000,5,1927,3850000
Tavastgatan,1,23,Lägenhet, Södermalm Mariaberget,nov,2018,2275000,1,1931,2675000
Mälartorget,3,60,Lägenhet, Gamla Stan,nov,2018,6600000,3,1936,6600000
Åsögatan,1,24,Lägenhet, Södermalm Katarina,okt,2018,2250000,3,1936,2270000
Fatburs,3,90,Lägenhet, Södermalm Maria Magdalena,okt,2018,5950000,3,1991,6200000
Heleneborgsgatan,1,37,Lägenhet, Södermalm Hornstull,okt,2018,2850467,3,1665,3050000
Västerlånggatan,3,69,Lägenhet, Gamla Stan,sep,2018,6800000,3,1665,6370000
Maria,2,71,Lägenhet, Södermalm Maria Magdalena,sep,2018,4975000,1,1906,6050000
Ringvägen,4,88,Lägenhet, Södermalm Katarina,aug,2018,6950000,5,1927,7570000
Eriksdalsgatan,1,25,Lägenhet, Södermalm Katarina,aug,2018,2275000,2,1934,2420000
Kocksgatan,1,37,Lägenhet, Södermalm SoFo,sep,2018,2975000,1,1941,3120000
Grindsgatan,1,21,Lägenhet, Södermalm Katarina,sep,2018,2150000,2,1929,2500000
Magnus,3,75,Lägenhet, Södermalm Maria Magdalena,aug,2018,4975000,3,1988,5355000
Stigbergsgatan,1,27,Lägenhet, Södermalm Sofia,sep,2018,2495000,2,1930,2800000
Lorensbergsgatan,3,69,Lägenhet, Södermalm Hornstull,jun,2018,5350000,4,1926,5635000
Ringvägen,1,22,Lägenhet, Södermalm Sofia,aug,2018,1975000,3,1964,2135000
Tjärhovsgatan,1,29,Lägenhet, Södermalm Katarina,aug,2018,2495000,2,1929,2800000
Repslagargatan,1,33,Lägenhet, Södermalm Maria Magdalena,jun,2018,2750000,2,1934,3100000
Högalidsgatan,1,32,Lägenhet, Södermalm Hornstull,maj,2018,2750000,3,1910,3230000
Slipgatan,1,32,Lägenhet, Södermalm Hornstull,jun,2018,2750000,5,1939,3125000
Spektens,2,32,Lägenhet, Gamla Stan,apr,2018,3400000,3,1667,3400000
Stora,3.5,65,Lägenhet, Gamla Stan,apr,2018,7500000,3,1600,7600000
Stora,3.5,65,Lägenhet, Gamla Stan,apr,2018,7500000,3,1600,7600000
Bondegatan,3,64,Lägenhet, Södermalm SoFo,maj,2018,4975000,5,1940,4800000
Helgagatan,1,38,Lägenhet, Södermalm Katarina,maj,2018,2975000,3,1926,3150000
Brännkyrkagatan,1,26,Lägenhet, Södermalm Mariaberget,maj,2018,2495000,2,1928,2680000
Kocksgatan,2,34,Lägenhet, Södermalm SoFo,maj,2018,2975000,2,1904,3260000
Bondegatan,2,42,Lägenhet, Södermalm Sofia,mar,2018,3350000,4,1940,3400000
Rutger,2,44,Lägenhet, Södermalm Sofia,mar,2018,4010000,5,1927,4010000
Åsögatan,2,50,Lägenhet, Södermalm SoFo,apr,2018,3850000,1,1930,3900000
Rutger,1,33,Lägenhet, Södermalm Sofia,apr,2018,2750000,5,1926,3000000
Fatburs,4,81,Lägenhet, Södermalm Maria Magdalena,apr,2018,5250000,4,1991,4900000
Tjustgatan,2,39,Lägenhet, Södermalm Katarina,mar,2018,2975000,5,1937,3100000
Brännkyrkagatan,3,89,Lägenhet, Södermalm Maria Magdalena,mar,2018,7250000,3,1885,7300000
Bysistorget,5.5,112,Lägenhet, Södermalm Högalid,mar,2018,9700000,2,1931,10000000
Duvnäsgatan,4,142,Lägenhet, Södermalm Sofia,feb,2018,9900000,1,1925,10150000
Kattgränd,2,46,Lägenhet, Södermalm Maria Magdalena,feb,2018,3850000,1,1929,4170000
Rutger,1,31,Lägenhet, Södermalm Sofia,jan,2018,2449249,4,1929,2775000
Gruvbacken,3,88,Lägenhet, Södermalm Sofia,feb,2018,5975000,4,1929,6680000
Bergsundsgatan,1,22,Lägenhet, Södermalm Hornstull,dec,2017,2100000,3,1912,2350000
Östgötagatan,2,53,Lägenhet, Södermalm SoFo,feb,2018,4200000,1,1912,4400000
Katarina,1,26,Lägenhet, Södermalm Sofia,jan,2018,2375000,4,1930,2775000
Renstiernas,2,50,Lägenhet, Södermalm SoFo,jan,2018,3475000,4,1930,3950000
Hornsgatan,5,132,Lägenhet, Södermalm Högalid,nov,2017,11000000,5,1909,11700000
Klippgatan,1,26,Lägenhet, Södermalm SoFo,jan,2018,2250000,2,1934,2750000
Yxsmedsgränd,1,29,Lägenhet, Gamla Stan,nov,2017,2893954,3,1934,2920000
Tjurbergsgatan,1,40,Lägenhet, Södermalm Maria Magdalena,dec,2017,2975000,3,1934,3105000
Urvädersgränd,3,75,Lägenhet, Södermalm Mosebacke,dec,2017,6750000,2,1934,7600000
Fatburs,3,57,Lägenhet, Södermalm Maria Magdalena,dec,2017,3350000,5,1934,3300000
Folkskolegatan,1.5,38,Lägenhet, Södermalm Hornstull,nov,2017,2750000,3,1934,2775000
Lignagatan,4,92,Lägenhet, Södermalm Högalid,okt,2017,6948640,1,1934,6900000
Erstagatan,1,27,Lägenhet, Södermalm Sofia,nov,2017,2150000,1,1934,2440000
Eriksdalsgatan,2,70,Lägenhet, Södermalm Eriksdal,sep,2017,4950000,3,1934,5375000
Köpmangatan,2,49,Lägenhet, Gamla Stan,okt,2017,5000000,3,1850,5000000
Tobaksspinnargatan,1.5,48,Lägenhet, Södermalm Hornstull,nov,2017,3350000,3,1932,3750000
Åsögatan,3,70,Lägenhet, Södermalm Katarina,okt,2017,4995000,2,1983,5500000
Tjustgatan,2,40,Lägenhet, Södermalm Katarina,okt,2017,3250000,2,1937,3400000
Gotlandsgatan,1,28,Lägenhet, Södermalm SoFo,aug,2017,2450000,2,1907,3260000
Gotlandsgatan,1,28,Lägenhet, Södermalm SoFo,aug,2017,2450000,2,1907,3260000
Östgötagatan,2,41,Lägenhet, Södermalm SoFo,okt,2017,3250000,4,1925,3910000
Helga,2,40,Lägenhet, Gamla Stan,aug,2017,3600000,3,1925,3600000
Duvnäsgatan,3,77,Lägenhet, Södermalm Sofia,sep,2017,5975000,3,1925,7000000
Allhelgonagatan,3,63,Lägenhet, Södermalm Katarina,sep,2017,4750000,1,1936,5210000
Stora,1,35,Lägenhet, Gamla Stan,sep,2017,3850000,3,1762,3995000
Åsögatan,1,27,Lägenhet, Södermalm Katarina,aug,2017,2395000,1,1971,2800000
Krukmakargatan,1,27,Lägenhet, Södermalm Maria Magdalena,sep,2017,2450166,1,1971,2950000
